15276,4410,22818.858986
4842,4116,1524.617304
5076,4392,1436.416303
4098,4044,113.401287
4092,4116,-50.400572
4914,4110,1688.419163
4086,4134,-100.801144
4398,4386,25.200286
4812,4098,1499.417018
4800,4092,1486.816875
4800,4074,1524.617304
4704,4086,1297.814730
4704,4116,1234.814015
4782,4134,1360.815445
4968,4386,1222.213872
4800,4128,1411.216017
4956,4440,1083.612299
4782,4134,1360.815445
4074,4092,-37.800429
4698,4128,1197.013586
4974,4410,1184.413443
4764,4092,1411.216017
4824,4080,1562.417733
4044,4074,-63.000715
4842,4140,1474.216732
4110,4116,-12.600143
4848,4104,1562.417733
5268,4098,2457.027886
4158,4116,88.201001
4800,4098,1474.216732
5010,4422,1234.814015
4116,4098,37.800429
4848,4098,1575.017876
4782,4134,1360.815445
4104,4122,-37.800429
4068,4122,-113.401287
5112,4098,2129.424168
4710,4134,1209.613729
4716,4068,1360.815445
4056,4086,-63.000715
4182,4104,163.801859
4704,4146,1171.813300
4746,4098,1360.815445
4728,4086,1348.215302
4854,4128,1524.617304
4278,4416,-289.803289
5544,4554,2079.023596
4248,4410,-340.203861
4092,4206,-239.402717
4086,4092,-12.600143
4056,4068,-25.200286
4050,4074,-50.400572
4818,4692,264.603003
4398,4404,-12.600143
4524,4602,-163.801859
4074,4068,12.600143
4350,4380,-63.000715
4830,4122,1486.816875
4728,4092,1335.615159
4086,4194,-226.802574
4722,4104,1297.814730
4038,4122,-176.402002
4086,4056,63.000715
4050,4122,-151.201716
4074,4134,-126.001430
4344,4416,-151.201716
4338,4302,75.600858
4092,4104,-25.200286
4374,4380,-12.600143
4056,4152,-201.602288
4080,4092,-25.200286
4326,4374,-100.801144
4134,4098,75.600858
4722,4128,1247.414158
4248,4386,-289.803289
4728,4110,1297.814730
4908,4296,1285.214587
4740,4122,1297.814730
4356,4374,-37.800429
4062,4110,-100.801144
4086,4872,-1650.618734
4086,4104,-37.800429
4464,4656,-403.204576
4830,4104,1524.617304
4110,4146,-75.600858
4092,4230,-289.803289
4188,4530,-718.208151
4080,4134,-113.401287
4080,4080,0.000000
4116,4092,50.400572
4974,4404,1197.013586
4044,4074,-63.000715
4830,4134,1461.616589
4716,4146,1197.013586
4956,4170,1650.618734
4728,4098,1323.015016
4086,4164,-163.801859
4134,4122,25.200286
4368,4404,-75.600858
4524,4128,831.609438
4062,4086,-50.400572
4068,4188,-252.002860
5298,4560,1549.817590
4344,4386,-88.201001
4074,4128,-113.401287
4080,4146,-138.601573
4062,4074,-25.200286
4356,4416,-126.001430
4080,4146,-138.601573
4680,4098,1222.213872
4878,4842,75.600858
4050,4122,-151.201716
4086,4110,-50.400572
4722,4212,1071.012156
4266,4374,-226.802574
4020,4104,-176.402002
4044,4092,-100.801144
4092,4110,-37.800429
4044,4080,-75.600858
4068,4068,0.000000
5778,4392,2910.633035
4758,4068,1449.016446
4062,4200,-289.803289
4062,4128,-138.601573
4026,4200,-365.404147
4362,4314,100.801144
4080,4086,-12.600143
4056,4116,-126.001430
4326,4314,25.200286
4098,4116,-37.800429
4032,4056,-50.400572
4044,4116,-151.201716
4080,4086,-12.600143
4734,4158,1209.613729
4050,4080,-63.000715
4158,4074,176.402002
4080,4152,-151.201716
4386,5220,-1751.419878
4080,4116,-75.600858
4356,4362,-12.600143
4386,4410,-50.400572
4410,4410,0.000000
4350,4392,-88.201001
4710,4146,1184.413443
4068,4110,-88.201001
4098,4098,0.000000
4362,4392,-63.000715
4782,4080,1474.216732
4098,4104,-12.600143
4098,4146,-100.801144
4308,4392,-176.402002
4020,4128,-226.802574
4050,4128,-163.801859
4374,4386,-25.200286
4332,4380,-100.801144
4062,4122,-126.001430
4062,4104,-88.201001
4410,4410,0.000000
4080,4140,-126.001430
4080,4194,-239.402717
4074,4152,-163.801859
4380,4404,-50.400572
4074,4122,-100.801144
