read1,read2,ns-diff
4221,4382,-338.105134
4270,4312,-88.201339
4193,4291,-205.803125
4270,4270,0.000000
4200,4270,-147.002232
4256,4921,-1396.521206
4340,4277,132.302009
4277,4326,-102.901563
4235,4305,-147.002232
4242,4319,-161.702455
4193,4312,-249.903795
4270,4459,-396.906027
4319,4291,58.800893
4620,4305,661.510045
4417,4389,58.800893
4305,4270,73.501116
4228,4396,-352.805357
4459,4312,308.704688
4564,4333,485.107366
4291,4319,-58.800893
4242,4424,-382.205804
4284,4291,-14.700223
4557,4305,529.208036
4256,4284,-58.800893
4200,4263,-132.302009
4270,4284,-29.400446
4200,4347,-308.704688
4270,4305,-73.501116
4214,4319,-220.503348
4263,4319,-117.601786
4340,4305,73.501116
4263,4305,-88.201339
4172,4200,-58.800893
4263,4403,-294.004464
4186,4284,-205.803125
4277,4270,14.700223
4263,4291,-58.800893
4263,4284,-44.100670
4193,4312,-249.903795
4249,4305,-117.601786
4214,4298,-176.402679
4256,4480,-470.407143
4263,4396,-279.304241
4613,4284,690.910491
4179,4389,-441.006697
4242,4333,-191.102902
4235,4270,-73.501116
4256,4417,-338.105134
4207,4291,-176.402679
4235,4963,-1528.823215
4200,4340,-294.004464
4606,4263,720.310938
4228,4305,-161.702455
4249,4263,-29.400446
4193,4242,-102.901563
4277,4284,-14.700223
4235,4277,-88.201339
4235,4277,-88.201339
4221,4298,-161.702455
4228,4305,-161.702455
4200,4410,-441.006697
4256,4319,-132.302009
4193,4305,-235.203572
4340,4340,0.000000
4221,4277,-117.601786
4473,4277,411.606250
4235,4284,-102.901563
4298,4277,44.100670
4438,4291,308.704688
4277,4284,-14.700223
4473,4389,176.402679
4249,4284,-73.501116
4368,4284,176.402679
4256,4291,-73.501116
4228,4305,-161.702455
4277,4256,44.100670
4186,4235,-102.901563
4249,4291,-88.201339
4795,4312,1014.315402
4277,4263,29.400446
4263,4291,-58.800893
4228,4277,-102.901563
4228,4326,-205.803125
4256,4291,-73.501116
4242,4291,-102.901563
4242,4634,-823.212500
4207,4291,-176.402679
4242,4403,-338.105134
4249,4284,-73.501116
4284,4417,-279.304241
4242,4340,-205.803125
4291,4270,44.100670
4410,4319,191.102902
4228,4263,-73.501116
4207,4410,-426.306473
4235,4277,-88.201339
4228,4200,58.800893
4263,4305,-88.201339
4228,4263,-73.501116
5194,4291,1896.328796
4179,4410,-485.107366
4263,4284,-44.100670
4186,4326,-294.004464
4382,4277,220.503348
4207,4277,-147.002232
4235,4382,-308.704688
4557,4389,352.805357
4284,4270,29.400446
5096,4298,1675.825447
4277,4270,14.700223
4326,4263,132.302009
4249,4284,-73.501116
4732,4403,690.910491
4508,4256,529.208036
4214,4326,-235.203572
4298,4298,0.000000
4200,4270,-147.002232
4270,4298,-58.800893
4249,4263,-29.400446
5124,4396,1528.823215
4214,4256,-88.201339
4221,4256,-73.501116
4340,4354,-29.400446
4228,4277,-102.901563
4207,4305,-205.803125
4277,4319,-88.201339
4319,4396,-161.702455
4284,4354,-147.002232
4221,4277,-117.601786
4228,4417,-396.906027
4221,4284,-132.302009
4270,4291,-44.100670
4536,4361,367.505581
4256,4403,-308.704688
4235,4263,-58.800893
4249,4256,-14.700223
4221,4312,-191.102902
4277,4291,-29.400446
4214,4319,-220.503348
4270,4284,-29.400446
4207,4228,-44.100670
4270,4284,-29.400446
4221,4305,-176.402679
4389,4298,191.102902
4214,4284,-147.002232
4494,4305,396.906027
4452,4326,264.604018
4284,4277,14.700223
4221,4312,-191.102902
4291,4305,-29.400446
4221,4298,-161.702455
4242,4277,-73.501116
4480,4305,367.505581
4487,4284,426.306473
4214,4312,-205.803125
4263,4277,-29.400446
4200,4396,-411.606250
4501,4354,308.704688
4263,4368,-220.503348
4207,4242,-73.501116
4221,4270,-102.901563
4592,4221,779.111831
4263,4333,-147.002232
4263,4256,14.700223
4536,4291,514.507813
4291,4235,117.601786
4214,4284,-147.002232
4249,4312,-132.302009
4235,4291,-117.601786
4228,4291,-132.302009
4214,4235,-44.100670
4599,4277,676.210268
4312,4291,44.100670
4368,4305,132.302009
4193,4270,-161.702455
4249,4249,0.000000
4249,4347,-205.803125
4256,4284,-58.800893
4235,4305,-147.002232
9051,4291,9996.151791
4536,4305,485.107366
4235,4284,-102.901563
4536,4277,543.908259
4235,4459,-470.407143
4214,4270,-117.601786
4263,4298,-73.501116
4249,4305,-117.601786
4235,4284,-102.901563
4221,4410,-396.906027
4277,4312,-73.501116
4207,4438,-485.107366
4263,4291,-58.800893
4228,4277,-102.901563
4452,4312,294.004464
4515,4298,455.706920
4515,4305,441.006697
4207,4417,-441.006697
4235,4298,-132.302009
4193,4375,-382.205804
4249,4396,-308.704688
4207,4270,-132.302009
4242,4284,-88.201339
4305,4312,-14.700223
4291,4270,44.100670
4319,4326,-14.700223
4305,4312,-14.700223
4228,4431,-426.306473
4263,4284,-44.100670
4690,4305,808.512277
4256,5068,-1705.225894
4249,4319,-147.002232
4270,4291,-44.100670
4221,4305,-176.402679
4277,4270,14.700223
4256,4319,-132.302009
4277,4291,-29.400446
4200,4382,-382.205804
4270,4291,-44.100670
4242,4312,-147.002232
4270,4270,0.000000
4312,5068,-1587.624108
4305,4298,14.700223
4228,4298,-147.002232
4242,4298,-117.601786
4228,4256,-58.800893
4249,4249,0.000000
4368,4410,-88.201339
4333,4305,58.800893
4438,4326,235.203572
4284,4319,-73.501116
4207,4305,-205.803125
4473,4291,382.205804
4242,4312,-147.002232
4221,4396,-367.505581
4228,4305,-161.702455
4270,4319,-102.901563
4256,4291,-73.501116
4277,4277,0.000000
4228,4291,-132.302009
4235,4270,-73.501116
4242,4333,-191.102902
4270,4256,29.400446
4221,4340,-249.903795
4242,4298,-117.601786
4326,4319,14.700223
4312,4298,29.400446
4242,4305,-132.302009
4249,4410,-338.105134
4221,4319,-205.803125
4242,4291,-102.901563
4578,4284,617.409375
4263,4403,-294.004464
4354,4305,102.901563
4277,4564,-602.709152
4312,4452,-294.004464
4900,4473,896.713617
4207,4382,-367.505581
4249,4298,-102.901563
4319,4396,-161.702455
4256,4298,-88.201339
4564,4291,573.308706
4501,4270,485.107366
4214,4256,-88.201339
4270,4256,29.400446
4214,4291,-161.702455
4256,4270,-29.400446
4249,4312,-132.302009
4263,4277,-29.400446
4214,4249,-73.501116
4536,4291,514.507813
4193,4291,-205.803125
4284,4375,-191.102902
4214,4291,-161.702455
4249,4949,-1470.022322
4221,4284,-132.302009
4291,4291,0.000000
4228,5068,-1764.026787
4249,4256,-14.700223
4228,4291,-132.302009
4389,4291,205.803125
4228,4263,-73.501116
4270,4326,-117.601786
4221,4354,-279.304241
4277,4333,-117.601786
4319,4312,14.700223
4501,4270,485.107366
4354,4277,161.702455
4256,4291,-73.501116
4242,4200,88.201339
4284,4263,44.100670
4242,4284,-88.201339
4291,4312,-44.100670
4242,4305,-132.302009
4263,4403,-294.004464
4193,4305,-235.203572
4277,4277,0.000000
4543,4389,323.404911
5082,4417,1396.521206
4235,4298,-132.302009
4284,4333,-102.901563
4242,4305,-132.302009
4242,4298,-117.601786
4228,4312,-176.402679
4235,4249,-29.400446
4228,4291,-132.302009
4298,4291,14.700223
4228,4333,-220.503348
4284,4627,-720.310938
4221,4291,-147.002232
4256,4396,-294.004464
4200,4256,-117.601786
4256,4284,-58.800893
4221,4284,-132.302009
4256,4263,-14.700223
4249,4319,-147.002232
4305,4291,29.400446
4242,4305,-132.302009
4249,4284,-73.501116
4305,4312,-14.700223
4725,4305,882.013393
4214,4263,-102.901563
4382,4277,220.503348
4207,4291,-176.402679
4305,4417,-235.203572
4200,4291,-191.102902
4291,4291,0.000000
4256,4361,-220.503348
4263,4305,-88.201339
4200,4396,-411.606250
4263,4305,-88.201339
4235,4326,-191.102902
4319,4242,161.702455
4305,4235,147.002232
4270,4263,14.700223
4193,4431,-499.807590
4284,4298,-29.400446
4256,4270,-29.400446
4284,4298,-29.400446
4361,4340,44.100670
4347,4277,147.002232
4354,4298,117.601786
4291,4277,29.400446
4256,4410,-323.404911
4270,4312,-88.201339
4340,4403,-132.302009
4270,4319,-102.901563
4221,4284,-132.302009
4305,4284,44.100670
4186,4298,-235.203572
4473,4333,294.004464
4214,4277,-132.302009
4277,4585,-646.809822
4214,4270,-117.601786
4263,4270,-14.700223
4200,4389,-396.906027
4277,4249,58.800893
4221,4403,-382.205804
4389,4270,249.903795
4228,4382,-323.404911
5040,4277,1602.324331
4347,4284,132.302009
4221,4403,-382.205804
4319,4305,29.400446
4284,4319,-73.501116
4326,4270,117.601786
4270,4284,-29.400446
4186,4270,-176.402679
4256,4298,-88.201339
4179,4417,-499.807590
4263,4305,-88.201339
4214,4347,-279.304241
4256,4298,-88.201339
4221,4291,-147.002232
4284,4284,0.000000
4354,4277,161.702455
4235,4263,-58.800893
4242,4277,-73.501116
4263,4298,-73.501116
4270,4326,-117.601786
4291,4277,29.400446
4228,4326,-205.803125
4249,4291,-88.201339
4214,4305,-191.102902
20650,4284,34369.121892
4214,4256,-88.201339
4249,4277,-58.800893
4452,4284,352.805357
4270,4298,-58.800893
4312,4277,73.501116
4270,4284,-29.400446
4200,4291,-191.102902
4291,4319,-58.800893
4242,4326,-176.402679
4256,4312,-117.601786
4200,4326,-264.604018
4235,4291,-117.601786
4221,4214,14.700223
4249,4298,-102.901563
4235,4298,-132.302009
4256,4277,-44.100670
4221,4263,-88.201339
4613,4284,690.910491
4312,4305,14.700223
4263,4291,-58.800893
4235,4354,-249.903795
4270,4284,-29.400446
4452,4305,308.704688
4235,4277,-88.201339
4235,4298,-132.302009
4298,4284,29.400446
4228,4354,-264.604018
4277,4305,-58.800893
4200,4368,-352.805357
4270,4298,-58.800893
4249,5033,-1646.425001
4263,4270,-14.700223
4585,4249,705.610715
4396,4284,235.203572
4354,5187,-1749.326563
4284,4291,-14.700223
4557,4305,529.208036
4620,4291,690.910491
4536,4417,249.903795
4270,4298,-58.800893
4326,4270,117.601786
4256,4389,-279.304241
4235,4389,-323.404911
4235,4277,-88.201339
4585,4305,588.008929
4284,4319,-73.501116
4228,4305,-161.702455
4242,4396,-323.404911
4221,4354,-279.304241
4256,4277,-44.100670
4235,4627,-823.212500
4284,4291,-14.700223
4410,4592,-382.205804
4270,4249,44.100670
4235,4501,-558.608482
4256,4277,-44.100670
4340,4256,176.402679
4291,4263,58.800893
4452,4340,235.203572
4249,4291,-88.201339
4221,4305,-176.402679
4256,4305,-102.901563
4221,4326,-220.503348
4235,4368,-279.304241
4193,4263,-147.002232
4263,4326,-132.302009
4221,4298,-161.702455
5005,4312,1455.322099
4438,4312,264.604018
4270,4305,-73.501116
4249,4284,-73.501116
4277,4284,-14.700223
4235,4298,-132.302009
4235,4305,-147.002232
4249,5208,-2013.930581
4249,4270,-44.100670
4228,4214,29.400446
4382,4277,220.503348
4200,4277,-161.702455
4270,4298,-58.800893
4221,4263,-88.201339
4256,4263,-14.700223
4263,4291,-58.800893
4291,4312,-44.100670
4249,4305,-117.601786
4263,4298,-73.501116
4235,4431,-411.606250
4501,4382,249.903795
4340,4396,-117.601786
4242,4277,-73.501116
4242,4298,-117.601786
4291,4298,-14.700223
4186,4403,-455.706920
4312,4284,58.800893
4207,4270,-132.302009
4214,4284,-147.002232
4235,4263,-58.800893
4284,4298,-29.400446
4235,4305,-147.002232
4263,4305,-88.201339
4221,4410,-396.906027
4249,4382,-279.304241
4424,4312,235.203572
4305,5152,-1778.727010
4557,4312,514.507813
4291,4480,-396.906027
4326,4473,-308.704688
4242,4361,-249.903795
4235,4305,-147.002232
4375,4235,294.004464
4221,4284,-132.302009
4382,4270,235.203572
4228,4284,-117.601786
4270,4298,-58.800893
4228,4354,-264.604018
4277,4354,-161.702455
4557,4410,308.704688
4277,4312,-73.501116
4235,4270,-73.501116
4214,4305,-191.102902
4200,4242,-88.201339
4249,4312,-132.302009
4228,4382,-323.404911
4242,4277,-73.501116
4242,4396,-323.404911
4312,4291,44.100670
4312,4389,-161.702455
4571,4326,514.507813
4221,4389,-352.805357
4382,4291,191.102902
4207,4270,-132.302009
4249,4291,-88.201339
4186,4396,-441.006697
4263,4305,-88.201339
4564,4277,602.709152
4249,4375,-264.604018
4207,4263,-117.601786
4221,4305,-176.402679
4228,4312,-176.402679
4284,4256,58.800893
4256,4291,-73.501116
4389,4291,205.803125
4193,4305,-235.203572
4242,4256,-29.400446
4228,4270,-88.201339
4277,4284,-14.700223
4305,4396,-191.102902
4270,4277,-14.700223
4578,4277,632.109599
4620,4291,690.910491
4256,4312,-117.601786
4501,4249,529.208036
4235,4305,-147.002232
4249,4298,-102.901563
4802,4326,999.615179
4298,4305,-14.700223
4466,4298,352.805357
7672,4354,6967.905807
4207,4207,0.000000
4242,4270,-58.800893
4214,4284,-147.002232
4249,4270,-44.100670
4242,4319,-161.702455
4263,4256,14.700223
4347,4298,102.901563
4256,4228,58.800893
4200,4277,-161.702455
4263,4270,-14.700223
4340,4298,88.201339
4249,4382,-279.304241
4221,4326,-220.503348
4256,4284,-58.800893
4221,4368,-308.704688
4249,4270,-44.100670
4249,4291,-88.201339
4228,4305,-161.702455
4312,4396,-176.402679
4270,4291,-44.100670
4214,4298,-176.402679
4270,4284,-29.400446
4172,4326,-323.404911
4501,4305,411.606250
4242,4333,-191.102902
4235,4284,-102.901563
4319,4368,-102.901563
4256,4277,-44.100670
4193,4298,-220.503348
4256,4284,-58.800893
4221,4284,-132.302009
4284,4284,0.000000
4998,4305,1455.322099
4263,4305,-88.201339
4375,4270,220.503348
4249,4291,-88.201339
4270,4284,-29.400446
4263,4298,-73.501116
4214,4326,-235.203572
4270,4284,-29.400446
4221,4249,-58.800893
4256,4298,-88.201339
4207,4263,-117.601786
4249,4396,-308.704688
4333,4291,88.201339
4291,4256,73.501116
4193,4326,-279.304241
4298,4284,29.400446
4221,4326,-220.503348
4298,4291,14.700223
4235,4382,-308.704688
4277,4298,-44.100670
4319,4291,58.800893
4256,4277,-44.100670
4200,4298,-205.803125
4256,4291,-73.501116
4242,4340,-205.803125
8960,4396,9584.545540
4228,4298,-147.002232
4291,4305,-29.400446
4221,4333,-235.203572
4263,4256,14.700223
4193,4312,-249.903795
4249,4291,-88.201339
4256,4956,-1470.022322
4249,4298,-102.901563
4228,4207,44.100670
4396,4305,191.102902
4221,4277,-117.601786
4256,4298,-88.201339
4235,4305,-147.002232
4235,4305,-147.002232
4207,4270,-132.302009
4242,4312,-147.002232
4431,4277,323.404911
4270,4417,-308.704688
4256,4445,-396.906027
4284,4291,-14.700223
4221,4284,-132.302009
4228,4424,-411.606250
4200,4263,-132.302009
4277,4277,0.000000
4256,4298,-88.201339
4291,4291,0.000000
4249,4347,-205.803125
4284,4410,-264.604018
4186,4305,-249.903795
4270,4291,-44.100670
4207,4242,-73.501116
4284,4298,-29.400446
4319,4235,176.402679
4291,4319,-58.800893
4221,4277,-117.601786
4284,4277,14.700223
4543,4277,558.608482
4627,4291,705.610715
4242,4319,-161.702455
4263,4277,-29.400446
4221,4312,-191.102902
4305,4249,117.601786
4228,4277,-102.901563
4494,4606,-235.203572
4186,4410,-470.407143
4263,4333,-147.002232
4221,4256,-73.501116
4305,4319,-29.400446
4340,4333,14.700223
4284,4410,-264.604018
4263,4326,-132.302009
9268,4284,10466.558934
4214,4214,0.000000
4284,4319,-73.501116
4221,4298,-161.702455
4228,4277,-102.901563
4305,4235,147.002232
4242,4263,-44.100670
4193,4284,-191.102902
4256,4277,-44.100670
4564,5096,-1117.216965
4284,4305,-44.100670
4228,4284,-117.601786
4312,4277,73.501116
4473,4326,308.704688
4263,4291,-58.800893
4214,4312,-205.803125
4291,4410,-249.903795
4347,4319,58.800893
4508,4298,441.006697
4235,4312,-161.702455
4235,4298,-132.302009
4249,4298,-102.901563
4830,4284,1146.617411
4207,4291,-176.402679
4382,4291,191.102902
4221,4298,-161.702455
4263,4263,0.000000
4228,4368,-294.004464
4277,4417,-294.004464
4242,4284,-88.201339
4277,4298,-44.100670
4249,4326,-161.702455
4256,4536,-588.008929
4235,4298,-132.302009
4270,4270,0.000000
4319,4277,88.201339
4368,4305,132.302009
4214,4298,-176.402679
4256,4263,-14.700223
5264,4305,2013.930581
4270,4291,-44.100670
4214,4242,-58.800893
4242,4312,-147.002232
4487,4291,411.606250
4270,4312,-88.201339
4242,4305,-132.302009
4256,4291,-73.501116
4221,4305,-176.402679
4263,4298,-73.501116
4424,4326,205.803125
4396,4298,205.803125
4235,4340,-220.503348
4284,4396,-235.203572
4200,4312,-235.203572
4228,4277,-102.901563
4221,4333,-235.203572
4277,4312,-73.501116
4214,4291,-161.702455
4473,4312,338.105134
4207,4270,-132.302009
4501,4291,441.006697
4305,4291,29.400446
4284,4270,29.400446
4228,4291,-132.302009
4284,4277,14.700223
4228,4312,-176.402679
4270,4431,-338.105134
4207,4319,-235.203572
4270,4326,-117.601786
4228,4256,-58.800893
4291,4382,-191.102902
4221,4305,-176.402679
4263,4305,-88.201339
4354,4410,-117.601786
4235,4270,-73.501116
4242,4291,-102.901563
9051,4284,10010.852014
4354,4284,147.002232
4270,4277,-14.700223
4347,4312,73.501116
4256,4298,-88.201339
4424,4305,249.903795
4277,4354,-161.702455
4228,4256,-58.800893
4256,4256,0.000000
4214,4410,-411.606250
4270,4270,0.000000
4487,4312,367.505581
4249,4228,44.100670
4543,4312,485.107366
4298,4284,29.400446
4200,4277,-161.702455
4270,4298,-58.800893
4214,4305,-191.102902
4263,4410,-308.704688
4242,4277,-73.501116
4263,4298,-73.501116
4494,4291,426.306473
4242,4312,-147.002232
4228,4354,-264.604018
4263,4235,58.800893
4242,4305,-132.302009
4277,4298,-44.100670
4536,4291,514.507813
4263,4284,-44.100670
4550,4312,499.807590
4270,4305,-73.501116
4263,4249,29.400446
4368,4298,147.002232
4326,4284,88.201339
4291,4284,14.700223
4214,4277,-132.302009
4270,4305,-73.501116
4249,4319,-147.002232
4319,4270,102.901563
4228,4326,-205.803125
4242,4270,-58.800893
4235,4312,-161.702455
4242,4298,-117.601786
4193,4326,-279.304241
4277,4326,-102.901563
4207,4305,-205.803125
4263,4284,-44.100670
4235,4284,-102.901563
4284,4298,-29.400446
4235,4319,-176.402679
4270,4263,14.700223
4214,4298,-176.402679
4473,5033,-1176.017858
4221,4228,-14.700223
4284,4291,-14.700223
4200,4291,-191.102902
4270,4396,-264.604018
4228,4277,-102.901563
4564,4277,602.709152
4207,4270,-132.302009
4249,4326,-161.702455
4214,4305,-191.102902
4935,4270,1396.521206
4242,4319,-161.702455
4249,4298,-102.901563
4431,4375,117.601786
4256,4263,-14.700223
4228,4312,-176.402679
4263,4305,-88.201339
4550,4305,514.507813
4270,4298,-58.800893
4249,4389,-294.004464
4228,4298,-147.002232
4235,4249,-29.400446
4214,4298,-176.402679
4207,4305,-205.803125
4291,4277,29.400446
4221,4312,-191.102902
4298,4270,58.800893
4326,4410,-176.402679
4256,4284,-58.800893
4242,4284,-88.201339
4235,4417,-382.205804
4326,4403,-161.702455
4249,4256,-14.700223
4228,4277,-102.901563
4270,4305,-73.501116
4207,4270,-132.302009
4256,4284,-58.800893
4333,4284,102.901563
4298,4403,-220.503348
4249,4347,-205.803125
4312,4305,14.700223
4172,4277,-220.503348
4249,4305,-117.601786
4186,4242,-117.601786
4277,4270,14.700223
4193,4291,-205.803125
4235,4305,-147.002232
4207,4305,-205.803125
4235,4284,-102.901563
4319,4312,14.700223
4284,4298,-29.400446
4221,4263,-88.201339
4249,4277,-58.800893
4466,4284,382.205804
4263,4270,-14.700223
4228,4305,-161.702455
4249,4270,-44.100670
4312,4298,29.400446
4249,4312,-132.302009
4193,4354,-338.105134
4403,4284,249.903795
4235,4620,-808.512277
4263,4298,-73.501116
4221,4312,-191.102902
4305,4270,73.501116
4207,4291,-176.402679
4410,4284,264.604018
4417,4403,29.400446
4228,4305,-161.702455
4319,4277,88.201339
4256,4305,-102.901563
4319,4284,73.501116
4256,4291,-73.501116
4207,4298,-191.102902
4277,5173,-1881.628572
4235,4403,-352.805357
4592,4844,-529.208036
4333,4298,73.501116
4263,4312,-102.901563
4249,4305,-117.601786
4270,4270,0.000000
4214,4263,-102.901563
4256,4277,-44.100670
4235,4277,-88.201339
4277,4277,0.000000
4214,4249,-73.501116
4480,4270,441.006697
4249,4403,-323.404911
4809,4305,1058.416072
4186,4305,-249.903795
4298,4298,0.000000
4242,4284,-88.201339
4284,4389,-220.503348
4214,4270,-117.601786
4228,4396,-352.805357
4235,4291,-117.601786
4263,4305,-88.201339
4249,4382,-279.304241
4263,4291,-58.800893
4235,4277,-88.201339
4256,4305,-102.901563
4564,4256,646.809822
4291,4291,0.000000
4459,4319,294.004464
4270,4291,-44.100670
4207,4396,-396.906027
4249,4305,-117.601786
4347,4298,102.901563
4256,4270,-29.400446
4228,4270,-88.201339
4249,4270,-44.100670
4228,4256,-58.800893
4256,4277,-44.100670
4214,4291,-161.702455
4270,4305,-73.501116
4347,4508,-338.105134
4249,4298,-102.901563
4319,4389,-147.002232
4242,4277,-73.501116
4256,4403,-308.704688
4270,4291,-44.100670
4207,4284,-161.702455
4249,4312,-132.302009
4221,4284,-132.302009
4277,4256,44.100670
4242,4382,-294.004464
4270,4291,-44.100670
4193,4305,-235.203572
4270,4536,-558.608482
4312,4235,161.702455
4284,4270,29.400446
4179,4242,-132.302009
4305,4284,44.100670
4571,4284,602.709152
4270,4291,-44.100670
4235,4312,-161.702455
4284,4277,14.700223
4242,4403,-338.105134
4270,4270,0.000000
4228,4277,-102.901563
4249,4284,-73.501116
4270,4305,-73.501116
4284,4298,-29.400446
4228,4326,-205.803125
4270,4284,-29.400446
4298,4270,58.800893
4564,4354,441.006697
4249,4298,-102.901563
4235,4270,-73.501116
4214,4298,-176.402679
4263,4256,14.700223
4235,4326,-191.102902
4291,4242,102.901563
4298,4333,-73.501116
4256,4284,-58.800893
4424,4277,308.704688
4270,4403,-279.304241
4354,4375,-44.100670
4263,4438,-367.505581
4256,4284,-58.800893
4284,4277,14.700223
5012,4249,1602.324331
4284,4431,-308.704688
4214,4270,-117.601786
4291,4305,-29.400446
4214,4298,-176.402679
4277,4277,0.000000
4354,4396,-88.201339
4277,4270,14.700223
4207,4228,-44.100670
4263,4284,-44.100670
4228,4382,-323.404911
4235,4284,-102.901563
4319,4305,29.400446
4991,4284,1484.722545
4354,4270,176.402679
4277,4298,-44.100670
4214,4326,-235.203572
4277,4319,-88.201339
4249,4298,-102.901563
4340,4291,102.901563
4452,4284,352.805357
4235,4291,-117.601786
4235,4326,-191.102902
4305,4284,44.100670
4221,4424,-426.306473
4277,4284,-14.700223
4221,4263,-88.201339
4263,4410,-308.704688
4263,4312,-102.901563
4389,4263,264.604018
4200,4298,-205.803125
4291,20503,-34045.716981
4263,4795,-1117.216965
4312,4333,-44.100670
4417,4298,249.903795
4557,4368,396.906027
4242,4305,-132.302009
4249,4277,-58.800893
4340,4998,-1381.820983
4354,4305,102.901563
4578,4249,690.910491
4298,4305,-14.700223
4242,4305,-132.302009
4487,4291,411.606250
4228,4284,-117.601786
4277,4256,44.100670
4235,4354,-249.903795
4305,4319,-29.400446
4214,4291,-161.702455
4249,4284,-73.501116
4326,4368,-88.201339
4368,4291,161.702455
4340,4417,-161.702455
4263,4312,-102.901563
4242,4277,-73.501116
4319,4291,58.800893
4228,4305,-161.702455
4291,4284,14.700223
4193,4312,-249.903795
4263,4284,-44.100670
4207,4312,-220.503348
4263,4613,-735.011161
4242,4424,-382.205804
4291,4270,44.100670
4235,4291,-117.601786
4242,4333,-191.102902
4186,4270,-176.402679
4256,4305,-102.901563
4235,4396,-338.105134
4305,4270,73.501116
4459,4326,279.304241
4277,4298,-44.100670
4193,4235,-88.201339
4256,4270,-29.400446
4249,4249,0.000000
4270,4284,-29.400446
4228,4284,-117.601786
4256,4837,-1220.118527
4564,4298,558.608482
4298,4305,-14.700223
4207,4284,-161.702455
4606,4410,411.606250
4242,4312,-147.002232
4277,4277,0.000000
4333,4277,117.601786
4284,4599,-661.510045
4235,4277,-88.201339
4242,4305,-132.302009
4291,4501,-441.006697
4228,4340,-235.203572
4207,4277,-147.002232
4508,4291,455.706920
4235,4270,-73.501116
4284,4284,0.000000
4256,4291,-73.501116
4298,4263,73.501116
4347,4207,294.004464
4270,4263,14.700223
4193,4389,-411.606250
4277,4298,-44.100670
4214,4270,-117.601786
4256,4277,-44.100670
4235,4319,-176.402679
4228,4270,-88.201339
4242,4396,-323.404911
4228,4270,-88.201339
4193,4284,-191.102902
4487,4270,455.706920
4599,4277,676.210268
4263,4305,-88.201339
4326,4326,0.000000
4501,4277,470.407143
4221,4403,-382.205804
4256,4284,-58.800893
4235,4298,-132.302009
4249,4543,-617.409375
4270,4312,-88.201339
4256,4410,-323.404911
4319,4375,-117.601786
4263,4270,-14.700223
4221,4312,-191.102902
4235,4298,-132.302009
4221,4375,-323.404911
4284,4312,-58.800893
4564,4361,426.306473
4214,4382,-352.805357
5117,4382,1543.523438
4263,4312,-102.901563
4221,5103,-1852.228126
4599,4298,632.109599
4319,4396,-161.702455
4235,4319,-176.402679
4312,4403,-191.102902
4270,4298,-58.800893
4228,4312,-176.402679
4291,4305,-29.400446
4445,4319,264.604018
4270,4263,14.700223
4256,4235,44.100670
4263,4298,-73.501116
4242,4270,-58.800893
4298,4270,58.800893
4333,4382,-102.901563
4270,4312,-88.201339
4263,4312,-102.901563
4536,4277,543.908259
4207,4305,-205.803125
4291,4298,-14.700223
4256,4396,-294.004464
4270,4298,-58.800893
4228,4333,-220.503348
4522,4291,485.107366
4193,4291,-205.803125
4256,4305,-102.901563
4347,4284,132.302009
4256,4823,-1190.718081
4186,4284,-205.803125
4249,4284,-73.501116
4235,4277,-88.201339
4256,4270,-29.400446
4312,4242,147.002232
4235,4298,-132.302009
4333,4298,73.501116
4270,4263,14.700223
4207,4375,-352.805357
4242,4305,-132.302009
4242,4326,-176.402679
4375,4312,132.302009
4459,4305,323.404911
4291,4284,14.700223
4200,4277,-161.702455
4368,4284,176.402679
4228,4291,-132.302009
4263,4284,-44.100670
4431,4319,235.203572
4312,4277,73.501116
4186,4284,-205.803125
4718,4347,779.111831
4207,4277,-147.002232
4249,4235,29.400446
4221,4270,-102.901563
4270,4249,44.100670
4557,4312,514.507813
4249,4347,-205.803125
4207,4410,-426.306473
4375,4249,264.604018
4627,4291,705.610715
4242,4235,14.700223
4242,4389,-308.704688
4228,4277,-102.901563
5628,4648,2058.031251
4284,4298,-29.400446
4228,4312,-176.402679
4480,4277,426.306473
4508,4291,455.706920
4221,4291,-147.002232
4445,4305,294.004464
4494,4270,470.407143
4221,4319,-205.803125
4305,4284,44.100670
4207,4354,-308.704688
4242,4284,-88.201339
4326,4298,58.800893
4487,4298,396.906027
4242,4249,-14.700223
4480,4298,382.205804
4228,4298,-147.002232
4284,4298,-29.400446
4410,4445,-73.501116
4578,4550,58.800893
9219,4263,10407.758041
4221,4298,-161.702455
4193,4249,-117.601786
4214,4305,-191.102902
4305,4319,-29.400446
4298,4298,0.000000
4214,4298,-176.402679
4403,4263,294.004464
4221,4263,-88.201339
4375,4382,-14.700223
4207,4298,-191.102902
4256,4270,-29.400446
4235,4291,-117.601786
4298,4305,-14.700223
4186,4347,-338.105134
4277,4284,-14.700223
4333,4298,73.501116
4452,4361,191.102902
4200,4375,-367.505581
4256,4291,-73.501116
4368,4305,132.302009
4354,4270,176.402679
4200,4291,-191.102902
4270,4277,-14.700223
4207,4284,-161.702455
4284,4298,-29.400446
4578,4305,573.308706
4284,4291,-14.700223
4242,4284,-88.201339
4305,4305,0.000000
4214,4284,-147.002232
4284,4263,44.100670
4452,4270,382.205804
4256,4431,-367.505581
4214,4291,-161.702455
4466,4550,-176.402679
4228,4291,-132.302009
4263,4270,-14.700223
4221,4319,-205.803125
4277,4284,-14.700223
