read1,read2,ns-diff
4214,4298,-176.402679
4473,4263,441.006697
4228,4277,-102.901563
4508,4305,426.306473
4284,4305,-44.100670
4263,4298,-73.501116
4228,4305,-161.702455
4291,4319,-58.800893
4221,4270,-102.901563
4256,4319,-132.302009
4480,4396,176.402679
4284,4263,44.100670
4235,4340,-220.503348
4284,4816,-1117.216965
4228,4403,-367.505581
4494,5145,-1367.120760
4291,4270,44.100670
4242,4284,-88.201339
4228,4298,-147.002232
4270,4270,0.000000
4200,4263,-132.302009
4305,4284,44.100670
4242,4312,-147.002232
4256,4291,-73.501116
4200,4298,-205.803125
4263,4284,-44.100670
4228,4291,-132.302009
4333,4431,-205.803125
4214,4284,-147.002232
4396,4298,205.803125
4200,4277,-161.702455
4277,4291,-29.400446
4200,4249,-102.901563
4382,4284,205.803125
4578,4291,602.709152
4263,4249,29.400446
4326,4298,58.800893
4284,4312,-58.800893
4536,4200,705.610715
4270,4277,-14.700223
4200,4249,-102.901563
4270,4284,-29.400446
4214,4270,-117.601786
4256,4263,-14.700223
4270,4319,-102.901563
4256,4284,-58.800893
4242,4298,-117.601786
4389,4291,205.803125
4340,4277,132.302009
4578,4326,529.208036
4557,4291,558.608482
4263,4284,-44.100670
4221,4305,-176.402679
4270,4277,-14.700223
4214,4312,-205.803125
4312,4256,117.601786
4424,4326,205.803125
4228,4291,-132.302009
4228,4249,-44.100670
4277,4298,-44.100670
4200,4319,-249.903795
4256,4305,-102.901563
4207,4326,-249.903795
4270,4634,-764.411608
4200,4403,-426.306473
4571,4312,543.908259
4228,4256,-58.800893
4235,4389,-323.404911
4235,4256,-44.100670
4249,4312,-132.302009
4228,4312,-176.402679
4277,4249,58.800893
4228,4277,-102.901563
4564,4256,646.809822
4886,4249,1337.720313
4256,4305,-102.901563
4256,5306,-2205.033483
4291,4256,73.501116
4207,4319,-235.203572
4277,4291,-29.400446
4221,4368,-308.704688
4242,4403,-338.105134
4207,4284,-161.702455
4305,4284,44.100670
4228,4284,-117.601786
4613,4305,646.809822
4235,4319,-176.402679
4256,4326,-147.002232
4207,4305,-205.803125
4228,4284,-117.601786
4235,4298,-132.302009
4249,4382,-279.304241
4256,4298,-88.201339
4466,4291,367.505581
4214,4312,-205.803125
4291,4305,-29.400446
4333,5166,-1749.326563
4221,4319,-205.803125
4193,4326,-279.304241
4249,4319,-147.002232
4354,4291,132.302009
4270,4284,-29.400446
4347,4354,-14.700223
4270,4305,-73.501116
4186,4284,-205.803125
4284,4291,-14.700223
4242,4249,-14.700223
4998,4305,1455.322099
4438,4277,338.105134
4270,4291,-44.100670
4214,4340,-264.604018
4277,4291,-29.400446
4242,4410,-352.805357
4277,4312,-73.501116
4277,4312,-73.501116
4298,4291,14.700223
5075,4284,1661.125224
4291,4319,-58.800893
33397,4424,60844.223913
4291,4319,-58.800893
4221,4347,-264.604018
4270,4242,58.800893
4263,4928,-1396.521206
4354,4270,176.402679
4193,4312,-249.903795
4263,4221,88.201339
4256,4319,-132.302009
4284,4291,-14.700223
4221,4305,-176.402679
4249,4298,-102.901563
4200,4277,-161.702455
4235,4389,-323.404911
4235,4389,-323.404911
4256,4277,-44.100670
4207,4389,-382.205804
4501,4298,426.306473
4235,4361,-264.604018
4228,4256,-58.800893
4228,4403,-367.505581
4291,4284,14.700223
4221,4347,-264.604018
4466,4305,338.105134
4333,4347,-29.400446
4235,4305,-147.002232
4186,4249,-132.302009
4242,4298,-117.601786
4242,4270,-58.800893
4242,4249,-14.700223
4228,4326,-205.803125
4263,4312,-102.901563
4235,4305,-147.002232
4242,4340,-205.803125
4193,4396,-426.306473
4256,4354,-205.803125
4207,4284,-161.702455
4228,4291,-132.302009
4830,4319,1073.116295
4298,4417,-249.903795
9639,4305,11201.570095
4263,4340,-161.702455
4214,4396,-382.205804
4221,4298,-161.702455
4333,4431,-205.803125
4249,4298,-102.901563
4452,4305,308.704688
4270,4270,0.000000
4214,4284,-147.002232
4263,4256,14.700223
4305,4403,-205.803125
4837,4263,1205.418304
4200,4242,-88.201339
4697,4277,882.013393
4221,4284,-132.302009
4270,4291,-44.100670
4193,4319,-264.604018
4256,4305,-102.901563
4242,4795,-1161.317634
4235,4270,-73.501116
4221,4291,-147.002232
4249,4277,-58.800893
4417,4410,14.700223
4249,4298,-102.901563
4214,4242,-58.800893
4242,4291,-102.901563
4207,4312,-220.503348
4249,4305,-117.601786
4221,4284,-132.302009
4242,4277,-73.501116
4207,4396,-396.906027
4284,4284,0.000000
4207,4277,-147.002232
4249,4291,-88.201339
4200,4298,-205.803125
4242,4396,-323.404911
4207,4396,-396.906027
4207,4256,-102.901563
4361,4298,132.302009
4277,4291,-29.400446
4340,4326,29.400446
4270,4326,-117.601786
4193,4263,-147.002232
4298,4291,14.700223
4340,4396,-117.601786
4291,4298,-14.700223
4270,4354,-176.402679
4291,4256,73.501116
4200,4298,-205.803125
4284,4291,-14.700223
4200,4249,-102.901563
4242,4298,-117.601786
4193,4277,-176.402679
4242,4529,-602.709152
4340,4277,132.302009
4515,4312,426.306473
4235,4382,-308.704688
4270,4305,-73.501116
4298,4326,-58.800893
5019,4368,1367.120760
4235,4403,-352.805357
4354,4277,161.702455
4326,4459,-279.304241
4389,4305,176.402679
4193,4291,-205.803125
4263,4795,-1117.216965
4445,4284,338.105134
4277,4291,-29.400446
4200,4284,-176.402679
4277,4284,-14.700223
4221,4354,-279.304241
4263,4256,14.700223
4536,4235,632.109599
4256,4291,-73.501116
4186,4291,-220.503348
4291,4256,73.501116
4214,4368,-323.404911
4256,4277,-44.100670
4200,4361,-338.105134
4991,4298,1455.322099
4249,4305,-117.601786
4263,4305,-88.201339
4207,4256,-102.901563
4242,4291,-102.901563
4242,4291,-102.901563
4263,4312,-102.901563
4263,4417,-323.404911
4249,4291,-88.201339
4200,4242,-88.201339
4235,4319,-176.402679
4214,4382,-352.805357
4459,4319,294.004464
4249,4410,-338.105134
4291,4648,-749.711384
4228,4319,-191.102902
4298,4277,44.100670
4228,4319,-191.102902
4270,4277,-14.700223
4305,4298,14.700223
4263,4697,-911.413840
4221,4270,-102.901563
4235,4431,-411.606250
4235,4291,-117.601786
4312,24087,-41528.130600
4473,4375,205.803125
4263,4333,-147.002232
4319,4277,88.201339
4235,4284,-102.901563
4228,4396,-352.805357
4305,4291,29.400446
4214,4333,-249.903795
4263,4298,-73.501116
4228,4277,-102.901563
4228,4256,-58.800893
4200,4193,14.700223
4480,4305,367.505581
4172,4802,-1323.020090
4242,4291,-102.901563
4193,4424,-485.107366
4823,4270,1161.317634
4326,4270,117.601786
4284,4270,29.400446
4235,4277,-88.201339
4270,4270,0.000000
4487,4312,367.505581
4249,4312,-132.302009
4256,4284,-58.800893
4284,4277,14.700223
4207,4298,-191.102902
4291,4277,29.400446
4305,4396,-191.102902
4256,4284,-58.800893
4249,4305,-117.601786
4277,4291,-29.400446
4221,4298,-161.702455
4242,4249,-14.700223
4242,4214,58.800893
4634,4284,735.011161
4214,4298,-176.402679
4515,4277,499.807590
4522,4368,323.404911
4291,4284,14.700223
4235,4354,-249.903795
4291,4312,-44.100670
4235,4319,-176.402679
4277,4298,-44.100670
4193,4312,-249.903795
4214,4319,-220.503348
4242,4291,-102.901563
4270,4270,0.000000
4235,4333,-205.803125
4543,4452,191.102902
4186,4361,-367.505581
4263,4270,-14.700223
4235,4284,-102.901563
4235,4291,-117.601786
4543,4375,352.805357
4249,4284,-73.501116
4228,4340,-235.203572
4270,4263,14.700223
4438,4214,470.407143
4249,4277,-58.800893
4207,5019,-1705.225894
4291,4277,29.400446
4382,4277,220.503348
4235,4403,-352.805357
4221,4277,-117.601786
4333,4319,29.400446
5082,4249,1749.326563
4228,4305,-161.702455
4235,4403,-352.805357
4228,4291,-132.302009
4193,4298,-220.503348
4291,4298,-14.700223
4228,4312,-176.402679
4291,4284,14.700223
4200,4305,-220.503348
4256,4298,-88.201339
4186,4221,-73.501116
4263,4319,-117.601786
4200,4284,-176.402679
4221,4263,-88.201339
4368,4501,-279.304241
4305,4312,-14.700223
4214,4291,-161.702455
4277,4277,0.000000
4340,4298,88.201339
4256,4291,-73.501116
4249,4284,-73.501116
4466,4270,411.606250
4235,4326,-191.102902
4501,4277,470.407143
4431,4305,264.604018
4284,4291,-14.700223
4228,4291,-132.302009
4242,4284,-88.201339
4753,4277,999.615179
4256,4291,-73.501116
4368,4326,88.201339
4270,4382,-235.203572
4179,4256,-161.702455
4249,4256,-14.700223
4186,4312,-264.604018
4368,4312,117.601786
4256,4256,0.000000
4256,4305,-102.901563
4312,4319,-14.700223
4270,4277,-14.700223
4207,4396,-396.906027
4277,4872,-1249.518974
4214,4403,-396.906027
4242,4389,-308.704688
4256,4585,-690.910491
4249,4291,-88.201339
4214,4396,-382.205804
4249,4291,-88.201339
4186,4312,-264.604018
4270,4319,-102.901563
4235,4284,-102.901563
4277,4305,-58.800893
4207,4354,-308.704688
4270,4270,0.000000
4221,4298,-161.702455
4256,4305,-102.901563
4179,4270,-191.102902
4291,4396,-220.503348
4193,4305,-235.203572
4277,4389,-235.203572
4277,4382,-220.503348
4221,4375,-323.404911
4284,4284,0.000000
4256,4298,-88.201339
4634,4326,646.809822
4235,4263,-58.800893
4235,4284,-102.901563
4242,4291,-102.901563
4235,4256,-44.100670
4249,4305,-117.601786
4200,4410,-441.006697
4284,4396,-235.203572
4221,4312,-191.102902
4291,4326,-73.501116
4242,4326,-176.402679
4235,4263,-58.800893
4333,4256,161.702455
4235,4298,-132.302009
4228,4536,-646.809822
4235,4298,-132.302009
4235,4298,-132.302009
4515,4305,441.006697
4557,4319,499.807590
4291,4270,44.100670
4186,4368,-382.205804
4256,4277,-44.100670
4221,4312,-191.102902
4270,4291,-44.100670
4172,4291,-249.903795
4270,4235,73.501116
4228,4417,-396.906027
4277,4291,-29.400446
4214,4298,-176.402679
4256,4284,-58.800893
4354,4375,-44.100670
4256,4305,-102.901563
4200,4249,-102.901563
4585,4277,646.809822
4207,4270,-132.302009
4382,4270,235.203572
4361,4291,147.002232
4270,4298,-58.800893
4655,4242,867.313170
4235,4256,-44.100670
4214,4263,-102.901563
4270,4312,-88.201339
4221,4291,-147.002232
4256,4319,-132.302009
4228,4389,-338.105134
4375,4326,102.901563
4256,4312,-117.601786
4298,4256,88.201339
4207,4291,-176.402679
4368,4312,117.601786
4263,4291,-58.800893
4249,4270,-44.100670
4242,4340,-205.803125
4256,4298,-88.201339
4235,4319,-176.402679
4473,4305,352.805357
4557,4298,543.908259
4312,4256,117.601786
4214,4319,-220.503348
4256,4424,-352.805357
4319,4270,102.901563
4221,4508,-602.709152
4263,4410,-308.704688
4256,4291,-73.501116
4235,4410,-367.505581
4256,4648,-823.212500
4221,4277,-117.601786
4256,4319,-132.302009
4221,4361,-294.004464
4298,4284,29.400446
4347,4312,73.501116
4284,4319,-73.501116
4354,4326,58.800893
4256,4277,-44.100670
4368,4284,176.402679
4263,4298,-73.501116
4249,4403,-323.404911
4228,4298,-147.002232
4312,4389,-161.702455
4263,4298,-73.501116
4249,4263,-29.400446
4270,4298,-58.800893
4200,4284,-176.402679
4354,4312,88.201339
4242,4270,-58.800893
4228,4298,-147.002232
4221,4277,-117.601786
4284,4319,-73.501116
4214,4319,-220.503348
4270,4298,-58.800893
4543,4263,588.008929
4242,4270,-58.800893
4221,4298,-161.702455
4235,4284,-102.901563
4221,4277,-117.601786
4291,4403,-235.203572
4214,4193,44.100670
4396,4291,220.503348
4410,5187,-1631.724778
4235,4319,-176.402679
4214,4277,-132.302009
4249,4298,-102.901563
4333,4298,73.501116
4249,4277,-58.800893
4207,4326,-249.903795
4732,4291,926.114063
4200,4263,-132.302009
4389,4305,176.402679
4256,4305,-102.901563
4305,4389,-176.402679
4690,4326,764.411608
4305,4305,0.000000
4200,4270,-147.002232
4291,4270,44.100670
4242,4277,-73.501116
4228,4207,44.100670
4466,4200,558.608482
4361,4256,220.503348
4312,4410,-205.803125
4256,4256,0.000000
4319,4305,29.400446
4291,4403,-235.203572
4228,4403,-367.505581
4844,4284,1176.017858
4536,4375,338.105134
4361,4298,132.302009
4263,4242,44.100670
4228,4249,-44.100670
4340,4396,-117.601786
4270,4319,-102.901563
5145,4368,1631.724778
4270,4291,-44.100670
4228,4291,-132.302009
4263,4382,-249.903795
4242,4319,-161.702455
4298,4438,-294.004464
4438,4270,352.805357
4256,4270,-29.400446
4214,4501,-602.709152
4508,4529,-44.100670
4543,4473,147.002232
4270,4452,-382.205804
4200,4291,-191.102902
4249,4319,-147.002232
4207,4326,-249.903795
4277,4270,14.700223
4186,4305,-249.903795
4270,4298,-58.800893
4228,4228,0.000000
4263,4242,44.100670
4214,4326,-235.203572
4522,4249,573.308706
4193,4284,-191.102902
4228,4319,-191.102902
4508,4291,455.706920
4249,4284,-73.501116
4228,5068,-1764.026787
4242,4277,-73.501116
4221,4396,-367.505581
4256,4284,-58.800893
4312,4319,-14.700223
4389,4305,176.402679
4221,4270,-102.901563
4522,4277,514.507813
4242,4256,-29.400446
4263,4305,-88.201339
4354,4305,102.901563
4277,4298,-44.100670
4200,4214,-29.400446
4277,4291,-29.400446
4193,4305,-235.203572
4256,4312,-117.601786
4270,4291,-44.100670
4284,4270,29.400446
4207,4284,-161.702455
4256,4277,-44.100670
4200,4284,-176.402679
4242,4277,-73.501116
4214,4298,-176.402679
4235,4263,-58.800893
4368,4277,191.102902
4249,4298,-102.901563
4557,4298,543.908259
4263,4298,-73.501116
4228,4298,-147.002232
4270,4312,-88.201339
4193,4326,-279.304241
4473,4298,367.505581
4326,4382,-117.601786
4242,4312,-147.002232
4263,4291,-58.800893
4263,4396,-279.304241
4221,4312,-191.102902
4235,4305,-147.002232
4228,4270,-88.201339
4403,4298,220.503348
4207,4403,-411.606250
4501,4298,426.306473
4235,4333,-205.803125
4270,4284,-29.400446
4207,4263,-117.601786
4256,4256,0.000000
4249,4235,29.400446
4256,4291,-73.501116
4193,4284,-191.102902
4284,4277,14.700223
4235,4403,-352.805357
4347,4312,73.501116
4228,4291,-132.302009
4284,4270,29.400446
4760,4319,926.114063
4361,4305,117.601786
4179,4228,-102.901563
4235,4396,-338.105134
4207,4312,-220.503348
4522,4389,279.304241
4228,4389,-338.105134
4263,4305,-88.201339
4221,4291,-147.002232
4249,4263,-29.400446
4214,4319,-220.503348
4256,4284,-58.800893
4200,4242,-88.201339
4263,4305,-88.201339
4228,4242,-29.400446
4270,4403,-279.304241
4179,4277,-205.803125
4242,4298,-117.601786
4221,4263,-88.201339
4263,4284,-44.100670
4193,4305,-235.203572
4242,4277,-73.501116
4207,4277,-147.002232
4298,4277,44.100670
4256,4305,-102.901563
4256,4284,-58.800893
4221,4725,-1058.416072
4277,4270,14.700223
4221,4333,-235.203572
4599,4284,661.510045
4165,4298,-279.304241
4277,4291,-29.400446
4207,4277,-147.002232
4270,4277,-14.700223
4242,4256,-29.400446
4249,4291,-88.201339
4242,4284,-88.201339
4284,4305,-44.100670
4249,4284,-73.501116
4277,4256,44.100670
4970,4284,1440.621876
4263,4424,-338.105134
4228,4368,-294.004464
4249,4277,-58.800893
4270,4284,-29.400446
4249,4277,-58.800893
4347,4298,102.901563
4263,4312,-102.901563
4214,4277,-132.302009
4228,4312,-176.402679
4235,4347,-235.203572
4263,4298,-73.501116
4452,4417,73.501116
4305,4291,29.400446
4193,4326,-279.304241
4249,4277,-58.800893
4333,4389,-117.601786
4375,4284,191.102902
4340,4361,-44.100670
4263,4375,-235.203572
4214,4879,-1396.521206
4277,4312,-73.501116
4221,4312,-191.102902
4291,4291,0.000000
4214,4284,-147.002232
4284,4305,-44.100670
4214,4277,-132.302009
4256,4298,-88.201339
4214,4319,-220.503348
4298,4305,-14.700223
4221,4438,-455.706920
4263,4305,-88.201339
4256,4277,-44.100670
4270,4284,-29.400446
4214,5026,-1705.225894
4242,4235,14.700223
4242,4319,-161.702455
4298,4298,0.000000
4179,4235,-117.601786
4256,4277,-44.100670
4326,4396,-147.002232
4284,4627,-720.310938
4221,4256,-73.501116
4249,4326,-161.702455
4221,4396,-367.505581
4270,4333,-132.302009
4312,4361,-102.901563
4256,4312,-117.601786
4249,4340,-191.102902
4249,4291,-88.201339
4270,4284,-29.400446
4256,4298,-88.201339
4347,4270,161.702455
4655,4319,705.610715
4312,4389,-161.702455
4256,4291,-73.501116
4235,4256,-44.100670
4263,4270,-14.700223
4179,4277,-205.803125
4263,4256,14.700223
4319,4396,-161.702455
4263,4249,29.400446
4207,4263,-117.601786
4249,4242,14.700223
4207,4291,-176.402679
4263,4284,-44.100670
4221,4277,-117.601786
4249,4389,-294.004464
4221,4249,-58.800893
4277,4340,-132.302009
4221,4298,-161.702455
4256,4305,-102.901563
4214,4284,-147.002232
4263,4396,-279.304241
4214,4270,-117.601786
4270,4263,14.700223
4221,4326,-220.503348
4249,4298,-102.901563
4200,4242,-88.201339
4263,4277,-29.400446
4256,4382,-264.604018
4270,4403,-279.304241
20601,4298,34236.819883
4242,4305,-132.302009
4221,4305,-176.402679
4270,4291,-44.100670
4221,4284,-132.302009
4263,4298,-73.501116
4326,4312,29.400446
4228,4403,-367.505581
4193,4263,-147.002232
4277,4305,-58.800893
4179,4333,-323.404911
4256,4291,-73.501116
4158,4291,-279.304241
4263,4284,-44.100670
4312,4249,132.302009
4263,4291,-58.800893
4228,4291,-132.302009
4228,4284,-117.601786
4214,4305,-191.102902
4291,4298,-14.700223
4172,4207,-73.501116
4256,4431,-367.505581
4718,4298,882.013393
4242,4354,-235.203572
4235,4277,-88.201339
4277,4389,-235.203572
4249,4326,-161.702455
4277,4277,0.000000
4326,4305,44.100670
4704,4263,926.114063
4193,4298,-220.503348
4242,4291,-102.901563
4214,4305,-191.102902
4270,4298,-58.800893
4263,5173,-1911.029019
4270,4270,0.000000
4193,4606,-867.313170
4291,4305,-29.400446
4228,4284,-117.601786
4228,4291,-132.302009
20573,4298,34178.018990
4249,4284,-73.501116
4361,4396,-73.501116
4270,4305,-73.501116
4235,4298,-132.302009
4305,4305,0.000000
4193,4277,-176.402679
4242,4284,-88.201339
4214,4298,-176.402679
4228,4396,-352.805357
4214,4403,-396.906027
4263,4403,-294.004464
4179,4389,-441.006697
4298,4389,-191.102902
4347,4298,102.901563
4389,4284,220.503348
4235,4277,-88.201339
4270,4410,-294.004464
4207,4340,-279.304241
4480,4319,338.105134
4200,4256,-117.601786
4249,4606,-749.711384
4193,4249,-117.601786
4270,4305,-73.501116
4228,4284,-117.601786
8722,4368,9143.538844
4235,4305,-147.002232
4270,4333,-132.302009
4508,4291,455.706920
4270,4298,-58.800893
4354,4389,-73.501116
4270,4291,-44.100670
4221,4263,-88.201339
4256,4284,-58.800893
4242,4312,-147.002232
4277,4270,14.700223
4207,4284,-161.702455
4277,4291,-29.400446
4200,4228,-58.800893
4270,4270,0.000000
4228,4270,-88.201339
4256,4256,0.000000
4256,4305,-102.901563
4326,4270,117.601786
4242,4221,44.100670
4263,4396,-279.304241
4207,4305,-205.803125
4242,4942,-1470.022322
4193,4284,-191.102902
4263,4305,-88.201339
4263,4326,-132.302009
4571,4256,661.510045
4347,4291,117.601786
4263,4319,-117.601786
4228,4298,-147.002232
4270,4298,-58.800893
4235,4298,-132.302009
4270,4284,-29.400446
4214,4298,-176.402679
4277,4277,0.000000
4214,4305,-191.102902
4305,4291,29.400446
4207,4242,-73.501116
4249,4235,29.400446
4242,4340,-205.803125
4242,4263,-44.100670
4214,4326,-235.203572
4263,4277,-29.400446
4207,4326,-249.903795
4263,4270,-14.700223
4473,4270,426.306473
4256,4298,-88.201339
4214,4368,-323.404911
4263,4312,-102.901563
5145,4298,1778.727010
4305,4305,0.000000
4606,4396,441.006697
4382,4298,176.402679
4242,4382,-294.004464
4270,4298,-58.800893
4228,4242,-29.400446
4228,4291,-132.302009
4221,4326,-220.503348
4298,4256,88.201339
4186,4305,-249.903795
4277,4291,-29.400446
4228,4249,-44.100670
4270,4305,-73.501116
4242,4256,-29.400446
4242,4564,-676.210268
4200,4389,-396.906027
4270,4291,-44.100670
4333,4431,-205.803125
4277,4389,-235.203572
4221,4312,-191.102902
4270,4312,-88.201339
4340,4277,132.302009
4214,4291,-161.702455
4200,4347,-308.704688
4263,4305,-88.201339
4326,4305,44.100670
8624,4270,9143.538844
4228,4291,-132.302009
4228,4249,-44.100670
4235,4305,-147.002232
4228,4312,-176.402679
4214,4319,-220.503348
4270,4263,14.700223
4221,4207,29.400446
4277,4305,-58.800893
4221,4312,-191.102902
4242,4270,-58.800893
4235,4368,-279.304241
4270,4312,-88.201339
4459,4256,426.306473
4277,4389,-235.203572
4214,4305,-191.102902
4291,4291,0.000000
4207,4270,-132.302009
4256,4270,-29.400446
4235,4389,-323.404911
4578,4270,646.809822
4704,4347,749.711384
4298,4312,-29.400446
4165,5166,-2102.131921
4256,4263,-14.700223
4235,4277,-88.201339
6265,4249,4233.664288
4214,4291,-161.702455
4235,4235,0.000000
4235,4396,-338.105134
4277,4256,44.100670
4207,4277,-147.002232
4298,4291,14.700223
4536,4270,558.608482
4256,4270,-29.400446
4200,4291,-191.102902
4508,4403,220.503348
4235,4347,-235.203572
4270,4312,-88.201339
4228,4284,-117.601786
4256,4305,-102.901563
4249,4298,-102.901563
4354,4312,88.201339
4872,4263,1278.919420
4284,4410,-264.604018
4221,4326,-220.503348
4480,4291,396.906027
4326,4305,44.100670
4284,4298,-29.400446
4242,4396,-323.404911
4256,4298,-88.201339
4214,4284,-147.002232
4284,4249,73.501116
4221,4312,-191.102902
4242,4291,-102.901563
4361,4326,73.501116
4228,5082,-1793.427233
4214,4312,-205.803125
4256,4298,-88.201339
4242,4284,-88.201339
4284,4389,-220.503348
4340,4298,88.201339
4396,4291,220.503348
4802,4396,852.612947
4270,4298,-58.800893
4242,4298,-117.601786
4235,4256,-44.100670
4214,4284,-147.002232
4277,4277,0.000000
4214,4347,-279.304241
4277,4480,-426.306473
4319,4235,176.402679
4263,4270,-14.700223
4179,4277,-205.803125
4613,4312,632.109599
4193,4256,-132.302009
4242,4277,-73.501116
4571,4319,529.208036
4249,4312,-132.302009
4207,4305,-205.803125
4270,4326,-117.601786
4214,4319,-220.503348
4242,4270,-58.800893
4354,4270,176.402679
4270,4298,-58.800893
4228,4312,-176.402679
4242,4256,-29.400446
4172,4305,-279.304241
4249,4298,-102.901563
4214,4529,-661.510045
4235,4312,-161.702455
4207,4242,-73.501116
4235,4312,-161.702455
4235,4396,-338.105134
4277,4305,-58.800893
4207,4305,-205.803125
4270,4270,0.000000
4221,4298,-161.702455
4277,4298,-44.100670
4235,4270,-73.501116
4284,4382,-205.803125
4214,4284,-147.002232
4284,4284,0.000000
4249,4312,-132.302009
4249,4305,-117.601786
4221,4270,-102.901563
4361,4305,117.601786
4221,4242,-44.100670
4277,4249,58.800893
4564,4396,352.805357
4256,4277,-44.100670
4207,4305,-205.803125
4256,4403,-308.704688
4459,4298,338.105134
4263,4291,-58.800893
4200,4263,-132.302009
4277,4291,-29.400446
4207,4326,-249.903795
4263,4312,-102.901563
4214,4291,-161.702455
4277,4326,-102.901563
4235,4312,-161.702455
4599,4284,661.510045
4543,4263,588.008929
4242,4305,-132.302009
4228,4298,-147.002232
4277,4312,-73.501116
4298,4410,-235.203572
4277,4291,-29.400446
4319,4270,102.901563
4249,4305,-117.601786
4200,4298,-205.803125
4270,4312,-88.201339
4249,4298,-102.901563
4249,4284,-73.501116
4375,4228,308.704688
4291,4305,-29.400446
4214,4312,-205.803125
4592,4284,646.809822
4298,4382,-176.402679
4256,4298,-88.201339
4284,4298,-29.400446
4235,4291,-117.601786
4326,4410,-176.402679
4263,4277,-29.400446
4228,4403,-367.505581
4263,4333,-147.002232
4207,4284,-161.702455
4249,4319,-147.002232
4242,4312,-147.002232
4256,4312,-117.601786
4186,4277,-191.102902
4249,4305,-117.601786
4571,4347,470.407143
4270,4396,-264.604018
4256,4249,14.700223
4312,4977,-1396.521206
4333,4291,88.201339
4746,4305,926.114063
4319,4319,0.000000
4277,4319,-88.201339
4312,4291,44.100670
4242,4263,-44.100670
4207,4249,-88.201339
4256,4298,-88.201339
4333,4305,58.800893
4312,4319,-14.700223
4179,4298,-249.903795
4263,4291,-58.800893
4214,4235,-44.100670
4235,4298,-132.302009
4228,4249,-44.100670
4291,4291,0.000000
4228,4305,-161.702455
4291,4291,0.000000
4200,4298,-205.803125
4249,4270,-44.100670
4235,4403,-352.805357
4242,4816,-1205.418304
4543,4228,661.510045
4270,4389,-249.903795
4235,4270,-73.501116
4298,4627,-690.910491
4214,4312,-205.803125
4851,4277,1205.418304
4214,4403,-396.906027
4368,4305,132.302009
4242,4291,-102.901563
4249,4389,-294.004464
4319,4403,-176.402679
4277,4312,-73.501116
4207,5033,-1734.626340
4284,4305,-44.100670
4193,4270,-161.702455
4242,4270,-58.800893
4228,4298,-147.002232
4277,4291,-29.400446
4200,4277,-161.702455
4235,4410,-367.505581
4235,4186,102.901563
4508,4277,485.107366
4473,4319,323.404911
4515,4298,455.706920
4249,4291,-88.201339
4284,4298,-29.400446
4214,4298,-176.402679
4592,4305,602.709152
4214,4340,-264.604018
4298,4284,29.400446
4214,4312,-205.803125
4263,4305,-88.201339
4340,4305,73.501116
4298,4410,-235.203572
4466,4235,485.107366
4298,4298,0.000000
4235,4284,-102.901563
4263,4270,-14.700223
4242,4263,-44.100670
4256,4242,29.400446
4221,4298,-161.702455
4270,4263,14.700223
4242,4291,-102.901563
4270,4228,88.201339
4235,4291,-117.601786
4298,4298,0.000000
4214,4298,-176.402679
4228,4368,-294.004464
4221,4305,-176.402679
4228,4277,-102.901563
4235,4291,-117.601786
4263,4291,-58.800893
4256,4298,-88.201339
4298,4270,58.800893
4214,4382,-352.805357
4347,4312,73.501116
4214,4298,-176.402679
4361,4522,-338.105134
4662,4662,0.000000
4319,4340,-44.100670
4298,4270,58.800893
4375,4270,220.503348
4207,4221,-29.400446
4249,4249,0.000000
4564,4368,411.606250
4263,4256,14.700223
4207,4326,-249.903795
4956,4298,1381.820983
4354,4396,-88.201339
4298,4284,29.400446
4228,4298,-147.002232
4508,4305,426.306473
4319,4382,-132.302009
4235,4277,-88.201339
4221,4326,-220.503348
4277,4312,-73.501116
4214,4291,-161.702455
4382,4305,161.702455
4249,4277,-58.800893
4480,4305,367.505581
4256,4298,-88.201339
4256,4284,-58.800893
4326,4305,44.100670
4592,4277,661.510045
4242,4207,73.501116
4298,4319,-44.100670
4214,4284,-147.002232
4305,4305,0.000000
4347,4277,147.002232
4256,4291,-73.501116
4228,4263,-73.501116
5033,4277,1587.624108
4207,4228,-44.100670
4291,4298,-14.700223
4235,4298,-132.302009
4396,4361,73.501116
4228,4417,-396.906027
4648,4277,779.111831
4242,4284,-88.201339
4270,4298,-58.800893
4410,4298,235.203572
4284,4277,14.700223
4235,4242,-14.700223
4242,4305,-132.302009
4221,4256,-73.501116
4277,4305,-58.800893
4242,4305,-132.302009
4256,4284,-58.800893
4214,4319,-220.503348
4298,4298,0.000000
4207,4396,-396.906027
4284,4277,14.700223
4214,4389,-367.505581
4235,4368,-279.304241
4207,4284,-161.702455
4270,4291,-44.100670
4221,4410,-396.906027
4284,4284,0.000000
4235,4277,-88.201339
4263,4291,-58.800893
4347,4277,147.002232
4270,4291,-44.100670
4228,4389,-338.105134
4291,4270,44.100670
4221,4403,-382.205804
4291,4347,-117.601786
4214,4277,-132.302009
4221,4249,-58.800893
4221,4277,-117.601786
4277,4284,-14.700223
4221,4438,-455.706920
4277,4291,-29.400446
4466,4340,264.604018
4256,4326,-147.002232
4207,4291,-176.402679
4298,4291,14.700223
4207,4277,-147.002232
4228,4683,-955.514509
4235,4298,-132.302009
4277,4305,-58.800893
9597,4277,11172.169648
4270,4333,-132.302009
4179,4270,-191.102902
4270,4326,-117.601786
4228,4291,-132.302009
