15981,4452,24210.982289
5173,4459,1499.405096
4928,4305,1308.304447
4487,4235,529.201799
4536,4326,441.001499
5068,4228,1764.005996
4291,4228,132.300450
4417,4263,323.401099
4900,4235,1396.504746
4886,4228,1381.804697
5124,4452,1411.204796
4900,4235,1396.504746
4907,4557,735.002498
5110,4256,1793.406095
5397,4305,2293.207794
5194,4249,1984.506745
5152,4424,1528.805196
4893,4242,1367.104647
4459,4340,249.900849
5117,4277,1764.005996
4914,4263,1367.104647
4942,4298,1352.404597
5264,4284,2058.006995
4480,4270,441.001499
4928,4347,1220.104147
4228,4249,-44.100150
4914,4382,1117.203797
4907,4326,1220.104147
4200,4347,-308.701049
4921,4277,1352.404597
4914,4298,1293.604397
4186,5082,-1881.606395
4921,4564,749.702548
5971,4228,3660.312441
4193,4298,-220.500749
4235,4221,29.400100
4865,4277,1234.804197
4907,4277,1323.004497
4907,4347,1176.003997
4214,4242,-58.800200
4235,4368,-279.300949
5208,4354,1793.406095
5103,4256,1778.706046
4886,4305,1220.104147
4970,4284,1440.604896
4214,4235,-44.100150
4858,4312,1146.603897
4235,4305,-147.000500
4277,4347,-147.000500
4200,4305,-220.500749
4249,4368,-249.900849
4249,4298,-102.900350
5145,4333,1705.205796
4221,4326,-220.500749
4487,4312,367.501249
4578,4249,690.902348
4235,4340,-220.500749
5096,4382,1499.405096
4893,4319,1205.404097
4305,4284,44.100150
4879,4284,1249.504247
4221,4298,-161.700550
4277,4312,-73.500250
4235,4284,-102.900350
4291,4340,-102.900350
4207,4235,-58.800200
4473,4319,323.401099
4235,4291,-117.600400
4445,4340,220.500749
4291,4305,-29.400100
4291,4312,-44.100150
4431,5180,-1572.905346
4529,4326,426.301449
5124,4256,1822.806195
4277,4361,-176.400600
4886,4256,1323.004497
4844,4326,1087.803697
5691,4263,2998.810192
4242,4634,-823.202798
4459,4291,352.801199
4284,4368,-176.400600
4284,4249,73.500250
4487,4319,352.801199
4907,4347,1176.003997
4459,4284,367.501249
4214,4326,-235.200799
4242,4284,-88.200300
4186,4312,-264.600899
4263,4305,-88.200300
4480,4228,529.201799
4851,4333,1087.803697
4508,4242,558.601899
4893,4312,1220.104147
5138,4235,1896.306445
4928,4312,1293.604397
4865,4249,1293.604397
4228,4445,-455.701549
4228,4410,-382.201299
4221,4347,-264.600899
4438,4214,470.401599
4480,4347,279.300949
4200,4228,-58.800200
4907,4270,1337.704547
4284,4284,0.000000
4900,4354,1146.603897
4242,4396,-323.401099
4249,4284,-73.500250
4263,4284,-44.100150
4214,4298,-176.400600
5117,4242,1837.506245
4249,4284,-73.500250
4284,4298,-29.400100
4305,4319,-29.400100
5089,4249,1764.005996
4452,4368,176.400600
4263,4249,29.400100
4214,4312,-205.800699
4270,4270,0.000000
4277,4326,-102.900350
4438,4270,352.801199
4907,4354,1161.303947
5012,4284,1528.805196
4200,4326,-264.600899
4431,4284,308.701049
4564,4298,558.601899
4277,4263,29.400100
4270,4305,-73.500250
4445,4270,367.501249
4214,4361,-308.701049
4445,4256,396.901349
4256,4326,-147.000500
4466,4249,455.701549
4501,4284,455.701549
5229,4298,1955.106645
4228,4312,-176.400600
4410,4263,308.701049
4256,4340,-176.400600
4249,4228,44.100150
4487,4375,235.200799
4438,4277,338.101149
4242,4333,-191.100650
4431,4340,191.100650
4508,4291,455.701549
5628,4249,2895.909843
4319,4669,-735.002498
4438,4249,396.901349
4207,4347,-294.000999
4872,4270,1264.204297
4193,4277,-176.400600
4207,4837,-1323.004497
4242,4347,-220.500749
4984,4228,1587.605396
4501,4347,323.401099
4375,4193,382.201299
4256,4298,-88.200300
4242,4249,-14.700050
4487,4326,338.101149
4242,4228,29.400100
4242,4326,-176.400600
4270,4291,-44.100150
4487,4312,367.501249
4256,4249,14.700050
4466,4333,279.300949
4445,4228,455.701549
4249,4305,-117.600400
4242,4326,-176.400600
4249,4319,-147.000500
4466,4249,455.701549
4256,4347,-191.100650
4228,4571,-720.302448
4228,4277,-102.900350
4284,4305,-44.100150
4207,4340,-279.300949
4459,4235,470.401599
4193,4298,-220.500749
4214,4312,-205.800699
4319,4319,0.000000
4228,4284,-117.600400
4256,4368,-235.200799
4291,4291,0.000000
4249,4354,-220.500749
4277,4263,29.400100
4277,4312,-73.500250
4382,4263,249.900849
4249,4340,-191.100650
4242,4347,-220.500749
4242,4354,-235.200799
4473,4284,396.901349
4613,4319,617.402098
4445,4235,441.001499
4494,4270,470.401599
35714,4319,65929.724083
4879,4382,1043.703547
4571,4242,690.902348
4214,4361,-308.701049
5124,4214,1911.006495
4228,4305,-161.700550
4417,4235,382.201299
4459,4340,249.900849
4284,4207,161.700550
4228,4354,-264.600899
4249,4221,58.800200
4186,4312,-264.600899
4599,4326,573.301949
4508,4291,455.701549
4466,4249,455.701549
4473,4319,323.401099
4284,4214,147.000500
4480,4326,323.401099
4214,4305,-191.100650
4893,4340,1161.303947
4228,4298,-147.000500
4487,4368,249.900849
4452,4207,514.501749
4445,4305,294.000999
4403,4256,308.701049
4508,4312,411.601399
4991,4214,1631.705546
4214,4354,-294.000999
4445,4228,455.701549
4459,4305,323.401099
4242,4606,-764.402598
4214,4291,-161.700550
4200,4298,-205.800699
4263,4354,-191.100650
4235,4263,-58.800200
4221,4333,-235.200799
4613,4277,705.602398
4214,4326,-235.200799
4431,4298,279.300949
4221,4312,-191.100650
4417,4305,235.200799
4256,4333,-161.700550
4578,4382,411.601399
4249,4256,-14.700050
4536,4270,558.601899
4235,4291,-117.600400
4466,4235,485.101649
4242,4291,-102.900350
4459,4235,470.401599
4249,4340,-191.100650
4459,4592,-279.300949
4228,4361,-279.300949
4494,4235,543.901849
4242,4312,-147.000500
4326,4263,132.300450
4298,4361,-132.300450
4452,4305,308.701049
4928,4690,499.801699
4235,4221,29.400100
4228,4326,-205.800699
4214,4256,-88.200300
4277,4326,-102.900350
4277,4291,-29.400100
4599,4319,588.001999
4473,4235,499.801699
4480,4319,338.101149
4228,4277,-102.900350
4263,4333,-147.000500
4312,4235,161.700550
4249,4333,-176.400600
4207,5061,-1793.406095
4459,4305,323.401099
4235,4235,0.000000
4529,4284,514.501749
4270,4242,58.800200
4277,4389,-235.200799
4235,4235,0.000000
4235,4291,-117.600400
4277,4263,29.400100
4235,4340,-220.500749
4277,4291,-29.400100
5103,4340,1602.305446
4242,4228,29.400100
4242,4319,-161.700550
4242,4270,-58.800200
4473,4298,367.501249
4193,4291,-205.800699
4228,4291,-132.300450
4466,4347,249.900849
4473,5082,-1278.904347
4284,4242,88.200300
4228,4305,-161.700550
4438,4228,441.001499
4249,4333,-176.400600
