8128,4766
4720,4552
4696,4560
4668,4498
4774,4542
4568,4556
4704,4486
4598,4524
4732,4532
4704,4530
4714,4488
4658,4560
4676,4524
4662,4572
4718,4554
4668,4524
4802,4530
4608,4520
4700,4536
4602,4548
5566,4526
4672,4530
4718,4578
4572,4568
4674,4542
4650,4526
4692,4518
4656,4576
4788,4544
4604,4568
4738,4534
4588,4566
4740,4532
4594,4566
4720,4514
4672,4512
4760,4532
4622,4536
4748,4554
4824,4554
4768,4524
4642,4570
4676,4516
4626,4518
4814,4554
4622,4556
4740,4544
4678,4564
4764,4552
4622,4556
4728,4514
4636,4554
4688,4508
4680,4570
4744,4530
4656,4504
4716,4496
4632,4516
4718,4518
4596,4536
4674,4566
4630,4540
4752,4530
4596,4526
4770,4578
4592,4544
4906,4596
4624,4542
4750,4522
4572,4508
4698,4528
4582,4560
4734,4566
4618,4506
4754,4532
4602,4536
4698,4550
4634,4550
4704,4796
4688,4524
4814,4494
4628,4508
4746,4568
4610,4534
4678,4512
4650,4584
4676,4522
4630,4530
4732,4512
4640,4524
4764,4568
4670,4550
4688,4496
4602,4536
4696,4540
4652,4548
4758,4516
4588,4576
4720,4500
4574,4540
4760,4498
4584,4538
4758,4536
4596,4572
4780,4592
4666,4580
4698,4514
4696,4532
4770,4546
4624,4564
4724,4512
4604,4564
5020,4576
4602,4536
4762,4558
4640,4554
4728,4542
4622,4544
4716,4554
4644,4526
4728,4512
4618,4536
4690,4538
4626,4482
4694,4770
4610,4526
4766,4558
4578,4520
4614,4500
4612,4528
4614,4514
4608,4558
4654,4514
4606,4520
4636,4534
4810,4544
4576,4534
4692,4526
4680,4502
4752,4534
14424,4490
4698,4510
4680,4518
4728,4554
4596,4984
4656,4502
4736,4548
4686,4542
4674,4508
4602,4546
4604,4518
4604,4488
4626,4580
4594,4504
4532,4514
4624,4546
4728,4546
4602,4520
4658,4530
4644,4576
4596,4528
4620,4572
4570,4500
4742,4680
4618,4492
4690,4502
4636,4518
4604,4532
4740,4522
4730,4524
4614,4548
4574,4514
4684,4542
4566,4522
4644,4546
4576,4602
4644,4556
4624,4518
4622,4506
4694,4514
4606,4538
4640,4532
4608,4932
4628,4542
4656,4482
4710,4544
4624,4532
4550,4536
4628,4540
4656,4562
4596,4508
4606,4568
4666,4546
4766,4530
4674,4508
4652,4556
4586,4536
4588,4508
4662,4560
4604,4562
4592,4542
4592,4914
4594,4536
4646,4552
4624,4524
4576,4536
4632,4510
4634,4544
4706,4554
4602,4502
4600,4506
4582,4566
4576,4500
4646,4562
4584,4530
4590,4548
4656,4524
4682,4536
4618,4572
4684,4526
4670,4514
4620,4568
4618,4526
4616,4504
4650,4502
4654,4534
4720,4494
4568,4496
4682,4542
4596,4494
4750,4502
4590,4940
4628,4554
4646,4578
4594,4544
4628,4558
4606,4522
4700,4536
4626,4536
4684,4566
4640,4498
4586,4528
4698,4552
4678,4572
4668,4528
4622,4504
4612,4522
4704,4560
4616,4540
4682,4550
4660,4778
4628,4484
4570,4554
4638,4554
4630,4518
4578,4520
4602,4536
5310,4526
4656,4530
4578,4494
4582,4540
4620,4504
4654,4530
4646,4568
4624,4562
4596,4566
4640,4548
4738,4548
4594,4558
4626,4820
4698,4556
4664,4482
4662,4538
4568,4520
4704,4540
4634,4514
4596,4554
4576,4584
4630,4548
4634,4544
4622,4498
4632,4540
4590,4480
4620,4528
4698,4532
4606,4508
4652,9092
4680,4578
4636,4522
4626,4530
4608,4838
4658,4606
4628,4518
4686,4484
4610,4476
4606,4512
4720,4552
4676,4552
4640,4522
4668,4514
4652,4510
4558,4504
4656,4572
4648,4548
4630,4524
4640,4538
4590,4526
4624,4554
4624,4518
4600,4704
4620,4500
4666,4582
4608,4564
4668,4514
4666,4534
4580,4578
4608,4498
4640,4518
4584,4484
4612,4530
4662,4550
4716,4522
4770,4568
4594,4492
4636,4542
4568,4482
4606,4528
4668,4510
4584,4512
4610,4548
4742,4522
4622,4526
4570,4566
4578,4570
4604,4536
5092,4548
4558,4474
4640,4518
4630,4536
4574,4478
4638,4500
4654,4530
4610,4548
4592,4562
4600,4496
4552,4552
4638,4518
4612,4568
4570,4488
4574,4498
4568,4512
4570,4538
4620,4546
4578,4540
4750,4530
4600,4510
4760,4594
4642,4528
4644,4526
4610,4544
4658,4586
4644,4582
4618,4492
4680,4556
4646,4500
4680,4560
4624,4562
4644,4564
4708,4542
4668,4664
4836,4552
4598,4514
4636,4504
4644,4554
4642,4560
4662,4530
4654,4546
4618,4588
4662,4564
4748,4520
4596,4596
4564,4492
4632,4538
4538,4590
4780,4546
4734,4510
4590,4506
4588,4556
4628,4524
4626,4578
4562,4522
4654,4578
4642,4532
4596,4534
4658,4516
4710,4574
4594,4494
4636,4546
4702,4490
4676,4578
4668,4530
4628,4590
5130,4558
4768,4534
4628,4548
4576,4500
4580,4538
4588,4536
4566,4520
4624,4500
4608,4512
4638,4502
4594,4566
4606,4506
4570,4532
4678,4530
4570,4512
4568,4558
4610,4504
4610,4530
4668,4530
4660,4578
5196,4534
4626,4570
4658,4526
4742,4554
4656,4506
4686,4528
4596,4566
4604,4524
4666,4534
4660,4560
4628,4536
4638,7612
4578,4530
5144,4526
4616,4472
4640,4524
4606,4556
4618,4558
4624,4546
4664,4552
4692,4604
4604,4508
4562,4528
4646,4584
4646,4560
4638,4816
4642,4548
4688,4518
4622,4494
4626,4560
4650,4558
4602,4554
4604,4538
4608,4554
4586,4528
4616,4522
4706,4552
4580,4558
4598,4522
4604,4542
4628,4544
4620,4510
4626,4564
4630,4568
4656,4912
4602,4542
4630,4500
4664,4526
4590,4544
4582,4562
4668,4518
4772,4556
4596,4536
4598,4554
4616,4522
4548,4514
4582,4496
4582,4550
4656,4520
4612,4548
4694,4520
4628,4554
4622,4562
4618,4542
4638,4526
4640,4522
4706,4542
4600,4558
4626,4510
4650,4576
4580,4538
4606,4512
4576,4518
4616,4582
4688,4542
4564,4580
4564,4534
4776,4548
4622,4546
4560,4518
4602,4492
4732,4576
4658,4528
4676,4530
4694,4522
4614,4518
4628,4518
4560,4550
4672,4532
4622,4538
4632,4538
4698,4514
4628,4550
4598,4536
4668,4572
4578,4570
4618,4482
4744,4512
4690,4550
4602,4526
4688,4496
4704,4574
4618,4546
4598,4560
4678,4820
4716,4506
4634,4508
4600,4536
4612,4540
4634,4572
4662,4552
4582,4548
4612,4544
4604,4524
4600,4492
4634,4556
4598,4508
4622,4566
4624,4524
4662,4512
4598,4520
4632,4584
4566,4458
4574,4574
4604,4498
4638,4540
4666,4518
4698,4508
4654,4564
4596,4568
4676,4522
4796,4576
4630,4550
4562,4540
4648,4652
4602,4564
4636,4518
4648,4558
4648,4500
4582,4532
4594,4544
4664,4584
4594,4500
4682,4582
4688,4500
4648,4492
4584,4488
5244,4534
4756,4552
4546,4548
4636,4536
4634,4544
4618,4530
4624,4686
4666,4520
4580,4536
4698,4516
4594,4550
4772,4492
9130,4546
4556,4508
4642,4524
4676,4484
4578,4534
4752,4516
4648,4506
4594,4520
4604,4514
4618,4544
4632,4530
4594,4544
4580,4536
4696,4530
4608,4520
4606,4520
4604,4560
4622,4536
4592,4528
4660,4558
4542,4538
4584,4552
4620,4566
4620,4552
4592,4510
4564,4480
4588,4542
4636,4526
4614,4564
4714,4518
4612,4506
4668,4506
4644,4546
5146,4510
4614,4528
4604,4546
4590,4560
4644,4548
4646,4564
4582,4546
4672,4552
4604,4548
4672,4548
4618,4526
4586,4508
4638,4534
4750,4554
4674,4568
4560,4518
4656,4530
4556,4498
4622,4538
4604,4530
4648,4522
4726,4564
4574,4516
4632,4494
4598,4488
4628,4506
4596,4548
4640,4572
4618,4508
4614,4582
5138,4574
4618,4516
4624,4532
4738,4590
4678,4562
4590,4512
4662,4544
4686,4516
4626,4534
4622,4554
4664,4536
4674,4512
4586,4816
4660,4572
4710,4530
4648,4516
4626,4564
4608,4514
4574,4486
4638,4566
4608,4534
4630,4554
4634,4518
4618,4544
4618,4556
4622,4530
4656,4544
4680,4530
4590,4470
4594,4520
4586,4538
4608,4528
4674,4544
4692,4554
4666,4506
4628,4518
4744,4520
4644,4540
4806,4558
4602,4494
4678,4574
4596,4508
4662,4460
4612,4564
4616,4506
4636,4574
4626,4582
4744,4538
4586,4572
4630,4496
4636,4536
4594,4570
4600,4530
4694,4514
4694,4512
4640,4508
4602,4500
4680,4516
4636,4506
4634,4530
4634,4516
4618,4478
4582,4474
4654,4586
4620,4512
4606,4502
4646,4568
4664,4558
4596,4544
4620,4550
4752,4532
4616,4498
4592,4710
4650,4516
4626,4492
4576,4522
4572,4536
4686,4508
4680,4492
4682,4536
4622,4536
4628,4568
4594,4548
4584,4526
8394,4562
4548,4858
4608,4510
4634,4566
4612,4546
4594,4494
4626,4542
4650,4550
4588,4530
4660,4552
4730,4558
4640,4518
4778,4532
4612,4516
4620,4498
4650,4520
4610,4564
4718,4528
